20240318	19:28:31	9d98c458-9d8d-4e7b-a984-9b5565ae619a	/new-page	GET
20240318	19:28:31	ebc3fd67-059a-43cb-b184-01ab74007bef	/css/style.css	GET
20240318	19:28:31	74f6e1bc-3819-4d18-9138-a1160a5ee354	/img/img1.jpg	GET
20240318	19:28:31	11c5f1ad-110d-424d-ae1b-ba5facbbfb04	/favicon.ico	GET
20240318	19:29:24	c43c8e20-5b2d-4459-a98c-5f343369a405	/new-page	GET
20240318	19:29:24	a18fb6c4-4c94-4053-b0c1-198afeceb5ee	/css/style.css	GET
20240318	19:29:24	dc1909e9-0812-4880-ac76-3f5dee502a5f	/img/img1.jpg	GET
20240318	19:29:56	032a1162-ee79-45c3-909e-af07955eae52	/new-page	GET
20240318	19:31:37	d739ad4b-ec04-4aa3-ac4f-43b7e4fd42f6	/views/subdir	GET
20240318	19:31:37	d7f346a2-7920-4822-822e-1b1d4efcc0af	/css/style.css	GET
20240318	19:31:41	4aa3c0b8-577a-44c8-8d26-606a0b873f20	/views	GET
20240318	19:31:41	4780ac8e-4a4d-4ef4-aff4-01775bce49ff	/css/style.css	GET
20240318	19:31:54	0b83644c-e555-4e6b-a481-bc39166b7ec6	/subdir	GET
20240318	19:31:54	09ea1a35-910d-49ac-b5d6-24193c18db57	/css/style.css	GET
20240318	19:32:45	b49d6311-2801-418e-b1f9-a8d9a021499b	/	GET
20240318	19:32:45	1a439ab4-7422-402c-b069-a3d4f6d0ac23	/css/style.css	GET
20240318	19:33:00	ec9979f7-3d06-43db-94f2-97f318bc245f	/subdir	GET
20240318	19:33:00	9eec2a20-c926-48d1-a335-341a53f50073	/css/style.css	GET
20240318	19:33:03	89e9bd43-3c8a-4979-b361-806798f342c7	/views/subdir	GET
20240318	19:33:03	ff55cf9e-6f03-43f5-9ab3-9d90e92e3576	/css/style.css	GET
20240330	18:18:13	b37cae4f-8e1e-4f24-91ce-efd69da83f3a	POST	undefined	/auth
20240330	18:18:16	892aa433-c55a-434b-b593-3fea762a4e5d	GET	undefined	/employee
20240330	18:18:23	8dc5343a-a029-4c0b-b372-548ae429bd1e	GET	undefined	/employees
20240330	18:19:22	920da20a-fcaf-4013-9205-253a5e052ff4	GET	undefined	/employees
20240330	18:19:30	a6e71169-b492-41eb-8031-f66fb6ad0f91	POST	undefined	/auth
20240330	18:19:32	4afc0ac9-7d47-432f-9131-d1f662547d56	GET	undefined	/employees
20240330	18:19:34	5103c7c9-f175-4b4d-b7ea-98eaf66f31ee	POST	undefined	/auth
20240330	18:20:00	dc9b1634-a1b6-4212-843d-3b8588935bda	GET	undefined	/employees
20240330	18:20:07	6a78dbb0-fb6a-4ae1-91f7-a17aa4bcc595	POST	undefined	/auth
20240330	18:23:57	ade9ce60-6e33-4889-8397-bd91298b68e1	POST	undefined	/auth
20240330	18:24:40	bdea5c45-decd-4649-aa3b-2189b53e8844	POST	undefined	/auth
20240330	18:24:47	588b816f-ffc6-4d43-aa3e-a6752cdbf577	GET	undefined	/employees
20240330	18:24:54	2135d4ff-82ae-4690-85b2-1bcf18133610	GET	undefined	/employees
20240330	18:25:21	748c9ecf-06b5-40bd-9c8c-23f7b5ca2d88	GET	undefined	/employees
20240330	18:25:24	c53ca47c-6b6f-4c45-8d6c-9ef6fe079a6d	GET	undefined	/employees
20240330	18:26:26	5efe8a98-5e59-48b5-b3c7-e5458d7cf7b1	POST	undefined	/employees
20240331	14:50:39	2b29f5b7-2aef-4e10-857e-7053d9e73f7e	POST	undefined	/auth
20240331	14:52:01	af14fde1-ab12-413e-b7aa-c38d35d40016	GET	undefined	/refresh
20240331	14:52:30	92991404-8492-4e8b-8f14-afcfcb965d5a	GET	undefined	/refresh
20240331	14:52:31	a7d83e61-84e2-4d7b-9811-b711f60e3c59	GET	undefined	/refresh
20240331	14:52:31	85051a91-a93c-431d-abfc-cd176af56deb	GET	undefined	/refresh
20240331	14:52:32	3e9627c0-f141-45b0-abae-a5313799f0e9	GET	undefined	/refresh
20240331	14:52:33	83b4e67f-2b53-43cf-8b0d-cc2f29aa8f5c	GET	undefined	/refresh
20240331	14:52:34	b1bbd01d-3b4f-4c9f-8981-8d0452fb1669	GET	undefined	/refresh
20240331	14:52:44	64771f15-5f37-4cc6-b19e-351b0f50601b	GET	undefined	/refresh
20240331	14:52:45	5e2c4b66-cddd-4239-8359-a4c86c59f2df	GET	undefined	/refresh
20240331	14:52:48	028e4cc1-18aa-4d5b-aa3d-15d90949e9f1	GET	undefined	/refresh
20240331	14:56:59	dce7930e-1792-4fc8-a00a-cf3db9bc9277	GET	undefined	/refresh
20240331	14:57:10	3491a309-de1f-441a-8dce-d4a6df40510b	GET	undefined	/refresh
20240401	20:21:01	ef41132d-1a8a-4145-a5e7-2504820d3e7d	POST	undefined	/auth
20240401	20:22:04	362ec607-f132-42ca-b61a-a7c61f44bf17	GET	undefined	/logout
20240401	20:22:17	3e397578-015a-4907-8ad1-27e79915de28	POST	undefined	/auth
20240401	20:22:20	4105a1ee-953c-4e67-bd58-d4e9c96d0177	GET	undefined	/logout
20240401	20:22:51	47a26a8d-cd97-4d0f-9687-c87ad5731ba5	GET	undefined	/refresh
20240401	20:24:56	eeeb6030-0412-4c42-9f42-d5dd8482c4f9	POST	undefined	/auth
20240401	20:25:02	7fce3cd3-b2e0-4524-8f22-97be1aaece39	GET	undefined	/refresh
